event_title,event_id,event_type,event_start,event_end,exp_attendance,exp_participants,event_host,event_url,event_address,lat,long
Ray at Night (2nd Saturday Each Month),48857,EXHIBITS,2017-01-14 18:00,2017-01-14 22:00,500/day,40,North Park for the Arts,www.northparkarts.org,3800 block of Ray Street,32.7475282,-117.1293405
Memorial Park Carnival (11-Day Event),48515,FESTIVAL,2017-01-14 14:00,2017-01-14 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
Golden Hill Certified Farmer's Market,48871,FARMERS,2017-01-14 9:30,2017-01-14 13:30,500/day,50,Brian's Farmer Markets,www.briansfarmermarkets.com,2700 block of B Street,32.7179192,-117.1360464
City Heights Farmer's Market (Every Saturday),48724,FARMERS,2017-01-14 9:00,2017-01-14 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
Old Town Artisan's Market,49062,FARMERS,2017-01-14 9:00,2017-01-14 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
The Mercato: Little Italy's Farmers Market (Sat.),48776,FARMERS,2017-01-14 8:00,2017-01-14 14:00,1500/day,400,Little Italy Association of San Diego,www.littleitalymercato.com,401 West Cedar Street,32.80563232,-116.95791
Memorial Park Carnival (11-Day Event),48512,FESTIVAL,2017-01-13 17:00,2017-01-13 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
Memorial Park Carnival (11-Day Event),48511,FESTIVAL,2017-01-12 17:00,2017-01-12 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
North Park Thursday Market,48672,FARMERS,2017-01-12 15:00,2017-01-12 19:30,900,70,North Park Main Street,www.northparkmarket.com,2900 North Park Way,32.74767102,-117.1305303
Memorial Park Carnival (11-Day Event),48510,FESTIVAL,2017-01-11 17:00,2017-01-11 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
Ocean Beach Certified Farmer's Market (Wednesdays),48568,FARMERS,2017-01-11 16:00,2017-01-11 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Curbside Bites Food Truck Markets (Wed. Lunch),48518,FARMERS,2017-01-11 11:00,2017-01-11 14:00,300/day,25,Curbside Bites,www.curbsidebites.com,500 West B Street,32.71799441,-117.1676525
Memorial Park Carnival (11-Day Event),48509,FESTIVAL,2017-01-10 17:00,2017-01-10 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
Pacific Beach Tuesday Farmer's Market,49009,FARMERS,2017-01-10 14:00,2017-01-10 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
Memorial Park Carnival (11-Day Event),48508,FESTIVAL,2017-01-09 17:00,2017-01-09 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
Memorial Park Carnival (11-Day Event),48514,FESTIVAL,2017-01-08 14:00,2017-01-08 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
Old Town Artisan's Market,49061,FARMERS,2017-01-08 9:00,2017-01-08 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2017 Hillcrest Farmers' Market (Sundays),48805,FARMERS,2017-01-08 9:00,2017-01-08 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
Memorial Park Carnival (11-Day Event),48513,FESTIVAL,2017-01-07 14:00,2017-01-07 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
Golden Hill Certified Farmer's Market,48870,FARMERS,2017-01-07 9:30,2017-01-07 13:30,500/day,50,Brian's Farmer Markets,www.briansfarmermarkets.com,2700 block of B Street,32.7179192,-117.1360464
City Heights Farmer's Market (Every Saturday),48723,FARMERS,2017-01-07 9:00,2017-01-07 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
Old Town Artisan's Market,49060,FARMERS,2017-01-07 9:00,2017-01-07 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
The Mercato: Little Italy's Farmers Market (Sat.),48775,FARMERS,2017-01-07 8:00,2017-01-07 14:00,1500/day,400,Little Italy Association of San Diego,www.littleitalymercato.com,401 West Cedar Street,32.80563232,-116.95791
2017 San Diego Resolution Run,48722,ATHLETIC,2017-01-07 6:00,2017-01-07 10:00,1000,100,San Diego Roots Sustainable Food,www.sandyfeetevents.com,1590 East Mission Bay Drive,32.77581408,-117.2094361
Memorial Park Carnival (11-Day Event),48507,FESTIVAL,2017-01-06 17:00,2017-01-06 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
Memorial Park Carnival (11-Day Event),48506,FESTIVAL,2017-01-05 17:00,2017-01-05 23:00,500/day,30,D & M Productions,,2947 Ocean View Boulevard,32.70094435,-117.1306216
North Park Thursday Market,48671,FARMERS,2017-01-05 15:00,2017-01-05 19:30,900,70,North Park Main Street,www.northparkmarket.com,2900 North Park Way,32.74767102,-117.1305303
Ocean Beach Certified Farmer's Market (Wednesdays),48567,FARMERS,2017-01-04 16:00,2017-01-04 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Curbside Bites Food Truck Markets (Wed. Lunch),48517,FARMERS,2017-01-04 11:00,2017-01-04 14:00,300/day,25,Curbside Bites,www.curbsidebites.com,500 West B Street,32.71799441,-117.1676525
Pacific Beach Tuesday Farmer's Market,49008,FARMERS,2017-01-03 14:00,2017-01-03 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
Old Town Artisan's Market,48056,FARMERS,2016-12-31 10:00,2016-12-31 16:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
City Heights Farmer's Market (Every Saturday),47478,FARMERS,2016-12-31 9:00,2016-12-31 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman Street & Fairmont Ave.,32.74774703,-117.1009013
The Mercato: Little Italy's Farmers Market (Sat.),47366,FARMERS,2016-12-31 8:00,2016-12-31 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Front St & W Cedar St,32.7219542,-117.1647677
North Park Farmer's Market,47941,FARMERS,2016-12-29 15:00,2016-12-29 20:00,900,70,North Park Main Street,,Granada Ave & N Park Way,32.74737275,-117.1318897
Ocean Beach Certified Farmer's Market (Wednesdays),47687,FARMERS,2016-12-28 16:00,2016-12-28 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue and bacon Street,32.74685638,-117.2510651
Curbside Bites Food Truck Markets (Wed. Lunch),47635,FARMERS,2016-12-28 11:00,2016-12-28 14:00,300,25,Curbside Bites,www.curbsidebites.com,B Street & Columbia Streeet,32.7177711,-117.1674008
Pacific Beach Tuesday Farmer's Market,47583,FARMERS,2016-12-27 14:00,2016-12-27 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
Port of San Diego Holiday Bowl Parade,48364,PARADES,2016-12-27 9:50,2016-12-27 11:30,60000,5000,Holiday Bowl,www.holidaybowl.com,Cedar St & Harbor Dr,32.7218044,-117.1612582
Old Town Artisan's Market,48055,FARMERS,2016-12-25 10:00,2016-12-25 16:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2016 Hillcrest Farmers' Market (Sundays_,47418,FARMERS,2016-12-25 9:00,2016-12-25 15:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3960 Normal Street,32.75032506,-117.1491863
Third Avenue Certified Farmer's Market (Sundays),47531,FARMERS,2016-12-25 9:00,2016-12-25 13:00,500,50,Community Crops,,377 J Street,32.63483299,-117.0483766
Old Town Artisan's Market,48054,FARMERS,2016-12-24 10:00,2016-12-24 16:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
City Heights Farmer's Market (Every Saturday),47477,FARMERS,2016-12-24 9:00,2016-12-24 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman Street & Fairmont Ave.,32.74774703,-117.1009013
The Mercato: Little Italy's Farmers Market (Sat.),47365,FARMERS,2016-12-24 8:00,2016-12-24 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Front St & W Cedar St,32.7219542,-117.1647677
North Park Farmer's Market,47940,FARMERS,2016-12-22 15:00,2016-12-22 20:00,900,70,North Park Main Street,,Granada Ave & N Park Way,32.74737275,-117.1318897
Ocean Beach Certified Farmer's Market (Wednesdays),47686,FARMERS,2016-12-21 16:00,2016-12-21 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue and bacon Street,32.74685638,-117.2510651
Curbside Bites Food Truck Markets (Wed. Lunch),47634,FARMERS,2016-12-21 11:00,2016-12-21 14:00,300,25,Curbside Bites,www.curbsidebites.com,B Street & Columbia Streeet,32.7177711,-117.1674008
Pacific Beach Tuesday Farmer's Market,47582,FARMERS,2016-12-20 14:00,2016-12-20 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
SD Hmong Community New Year Celebration (3-Day),48504,FESTIVAL,2016-12-19 8:00,2016-12-19 18:00,1500,100,Lao Hmong Family Association,www.lhfasd.org,3170 Armstrong Streeet,32.8025027,-117.1644489
Waterfront Sunday Market,48391,FARMERS,2016-12-18 11:00,2016-12-18 15:00,800,88,Just Call Us Volunteers,www.sandiegomarkets.com,,NaN,NaN
Old Town Artisan's Market,48053,FARMERS,2016-12-18 10:00,2016-12-18 16:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
Third Avenue Certified Farmer's Market (Sundays),47530,FARMERS,2016-12-18 9:00,2016-12-18 13:00,500,50,Community Crops,,377 J Street,32.63483299,-117.0483766
2016 Hillcrest Farmers' Market (Sundays_,47417,FARMERS,2016-12-18 9:00,2016-12-18 15:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3960 Normal Street,32.75032506,-117.1491863
SD Hmong Community New Year Celebration (3-Day),48503,FESTIVAL,2016-12-18 8:00,2016-12-18 18:00,1500,100,Lao Hmong Family Association,www.lhfasd.org,3170 Armstrong Streeet,32.8025027,-117.1644489
San Diego Holiday Half Marathon,48151,ATHLETIC,2016-12-18 7:30,2016-12-18 13:00,3500,100,USA Endurance Events Inc.,,1455 Penasquitos Dr,32.979051,-117.0913096
Old Town Artisan's Market,48052,FARMERS,2016-12-17 10:00,2016-12-17 16:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
Golden Hill Certified Farmer's Market,47833,FARMERS,2016-12-17 9:30,2016-12-17 13:30,500,50,Brian's Farmer Markets,www.briansfarmermarkets.com,B St & 27th St,32.71791456,-117.1360623
City Heights Farmer's Market (Every Saturday),47476,FARMERS,2016-12-17 9:00,2016-12-17 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman Street & Fairmont Ave.,32.74774703,-117.1009013
The Mercato: Little Italy's Farmers Market (Sat.),47364,FARMERS,2016-12-17 8:00,2016-12-17 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Front St & W Cedar St,32.7219542,-117.1647677
SD Hmong Community New Year Celebration (3-Day),48502,FESTIVAL,2016-12-17 8:00,2016-12-17 18:00,1500,100,Lao Hmong Family Association,www.lhfasd.org,3170 Armstrong Streeet,32.8025027,-117.1644489
The BLVD Monthly Market,47712,FARMERS,2016-12-16 18:00,2016-12-16 22:00,300,30,The El Cajon Boulevard BIA,www.theboulevard.org.,2855 El Cajon Boulevard,32.75476498,-117.1323547
